,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name_common,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,pitcher,G,PA,salary,runs_above_avg,runs_above_avg_off,runs_above_avg_def,WAR_rep,WAA,WAR
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,902,Andrew Albers,452027.0,alberan01,2017,SEA,1,AL,Y,1,3.0,,1.7,1.7,0.0,0.0,0.15,0.15
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,903,Andrew Albers,452027.0,alberan01,2021,MIN,1,AL,Y,0,0.0,100000.0,0.0,0.0,0.0,,,
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,910,Hanser Alberto,593643.0,alberha01,2015,TEX,1,AL,N,41,104.0,,-0.3,-5.3,5.8,0.36,-0.01,0.35
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,911,Hanser Alberto,593643.0,alberha01,2016,TEX,1,AL,N,35,58.0,511500.0,-7.6,-11.6,3.9,0.2,-0.8,-0.6
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,912,Hanser Alberto,593643.0,alberha01,2018,TEX,1,AL,N,13,30.0,,-3.8,-2.8,-0.6,0.1,-0.38,-0.28
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,913,Hanser Alberto,593643.0,alberha01,2019,BAL,1,AL,N,139,550.0,578000.0,14.4,7.4,10.4,1.86,1.61,3.47
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,914,Hanser Alberto,593643.0,alberha01,2020,BAL,1,AL,N,54,231.0,1650000.0,-1.2,0.8,-0.2,0.76,-0.12,0.64
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,915,Hanser Alberto,593643.0,alberha01,2021,KCR,1,AL,N,103,255.0,1650000.0,-5.1,-6.1,2.6,0.84,-0.47,0.37
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,916,Hanser Alberto,593643.0,alberha01,2022,LAD,1,NL,N,73,159.0,1350000.0,-5.0,-6.0,2.1,0.43,-0.51,-0.08
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,931,Matt Albers,458006.0,alberma01,2015,CHW,1,AL,Y,0,0.0,1500000.0,0.0,0.0,0.0,,,
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,932,Matt Albers,458006.0,alberma01,2016,CHW,1,AL,Y,4,1.0,2000000.0,1.2,1.2,0.0,0.0,0.12,0.12
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,933,Matt Albers,458006.0,alberma01,2017,WSN,1,NL,Y,59,0.0,1150000.0,0.0,0.0,0.0,0.0,0.0,0.0
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,934,Matt Albers,458006.0,alberma01,2018,MIL,1,NL,Y,31,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,935,Matt Albers,458006.0,alberma01,2019,MIL,1,NL,Y,63,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,936,Ozzie Albies,645277.0,albieoz01,2017,ATL,1,NL,N,57,244.0,,6.0,5.0,2.6,0.74,0.55,1.29
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,937,Ozzie Albies,645277.0,albieoz01,2018,ATL,1,NL,N,158,684.0,555000.0,21.8,8.8,17.3,2.11,2.03,4.14
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,938,Ozzie Albies,645277.0,albieoz01,2019,ATL,1,NL,N,160,702.0,575000.0,30.7,21.7,13.4,2.13,2.75,4.88
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,939,Ozzie Albies,645277.0,albieoz01,2020,ATL,1,NL,N,29,124.0,1000000.0,3.0,4.0,0.0,0.4,0.31,0.71
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,940,Ozzie Albies,645277.0,albieoz01,2021,ATL,1,NL,N,156,686.0,3000000.0,13.4,12.4,5.3,2.23,1.19,3.42
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,941,Ozzie Albies,645277.0,albieoz01,2022,ATL,1,NL,N,64,269.0,5000000.0,-0.4,0.6,1.2,0.88,0.0,0.88
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,956,Al Alburquerque,456379.0,albural01,2015,DET,1,AL,Y,6,0.0,1725000.0,0.0,0.0,0.0,0.0,0.0,0.0
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,957,Al Alburquerque,456379.0,albural01,2016,LAA,1,AL,Y,0,0.0,1100000.0,0.0,0.0,0.0,,,
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,958,Al Alburquerque,456379.0,albural01,2017,KCR,1,AL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,959,Al Alburquerque,456379.0,albural01,2017,CHW,2,AL,Y,0,0.0,,0.0,0.0,0.0,,,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,964,Jorge Alcala,660896.0,alcaljo01,2019,MIN,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,965,Jorge Alcala,660896.0,alcaljo01,2020,MIN,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,966,Jorge Alcala,660896.0,alcaljo01,2021,MIN,1,AL,Y,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,971,Arismendy Alcantara,570489.0,alcanar01,2015,CHC,1,NL,N,11,32.0,510000.0,-3.9,-1.9,-1.8,0.1,-0.42,-0.32
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,972,Arismendy Alcantara,570489.0,alcanar01,2016,OAK,1,AL,N,16,19.0,,-3.8,-2.8,-1.0,0.06,-0.4,-0.34
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,973,Arismendy Alcantara,570489.0,alcanar01,2017,CIN,1,NL,N,70,108.0,538000.0,-8.3,-13.3,5.4,0.34,-0.88,-0.54
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,977,Raul Alcantara,593417.0,alcanra01,2016,OAK,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,978,Raul Alcantara,593417.0,alcanra01,2017,OAK,1,AL,Y,0,0.0,535000.0,0.0,0.0,0.0,,,
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,979,Sandy Alcantara,645261.0,alcansa01,2017,STL,1,NL,Y,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,980,Sandy Alcantara,645261.0,alcansa01,2018,MIA,1,NL,Y,6,13.0,,-0.6,-0.6,0.0,0.0,-0.08,-0.08
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,981,Sandy Alcantara,645261.0,alcansa01,2019,MIA,1,NL,Y,31,63.0,555000.0,-2.1,-2.1,0.1,0.0,-0.24,-0.24
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,982,Sandy Alcantara,645261.0,alcansa01,2020,MIA,1,NL,Y,0,0.0,,0.0,0.0,0.0,,,
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,983,Sandy Alcantara,645261.0,alcansa01,2021,MIA,1,NL,Y,30,64.0,,-2.3,-2.3,0.1,0.0,-0.25,-0.25
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,984,Sergio Alcantara,642727.0,alcanse01,2020,DET,1,AL,N,10,23.0,,-3.8,-0.8,-2.7,0.08,-0.37,-0.29
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,985,Sergio Alcantara,642727.0,alcanse01,2021,CHC,1,NL,N,89,255.0,,-3.0,-5.0,5.5,0.85,-0.37,0.48
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,986,Sergio Alcantara,642727.0,alcanse01,2022,SDP,2,NL,N,22,38.0,,-3.0,-5.0,2.6,0.12,-0.31,-0.19
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,987,Sergio Alcantara,642727.0,alcanse01,2022,ARI,1,NL,N,71,186.0,,-4.8,1.2,-4.0,0.59,-0.48,0.11
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,988,Victor Alcantara,622505.0,alcanvi01,2017,DET,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,989,Victor Alcantara,622505.0,alcanvi01,2018,DET,1,AL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,990,Victor Alcantara,622505.0,alcanvi01,2019,DET,1,AL,Y,7,0.0,559100.0,0.0,0.0,0.0,0.0,0.0,0.0
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1140,Scott Alexander,518397.0,alexasc02,2015,KCR,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1141,Scott Alexander,518397.0,alexasc02,2016,KCR,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1142,Scott Alexander,518397.0,alexasc02,2017,KCR,1,AL,Y,4,3.0,,-0.4,-0.4,0.0,0.0,-0.04,-0.04
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,1143,Scott Alexander,518397.0,alexasc02,2018,LAD,1,NL,Y,67,6.0,555000.0,-0.7,-0.7,0.0,0.0,-0.07,-0.07
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,1144,Scott Alexander,518397.0,alexasc02,2019,LAD,1,NL,Y,27,0.0,575000.0,0.0,0.0,0.0,0.0,0.0,0.0
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,1145,Scott Alexander,518397.0,alexasc02,2020,LAD,1,NL,Y,0,0.0,875000.0,0.0,0.0,0.0,,,
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1146,Scott Alexander,518397.0,alexasc02,2021,LAD,1,NL,Y,16,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,1147,Scott Alexander,518397.0,alexasc02,2022,SFG,1,NL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,1158,Tyler Alexander,641302.0,alexaty01,2019,DET,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1159,Tyler Alexander,641302.0,alexaty01,2020,DET,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1160,Tyler Alexander,641302.0,alexaty01,2021,DET,1,AL,Y,4,2.0,,-0.2,-0.2,0.0,0.0,-0.02,-0.02
181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,1167,A.J. Alexy,669935.0,alexyaj01,2021,TEX,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1169,Jorge Alfaro,595751.0,alfarjo01,2016,PHI,1,NL,N,6,17.0,,-3.9,-2.9,-0.8,0.06,-0.41,-0.35
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1170,Jorge Alfaro,595751.0,alfarjo01,2017,PHI,1,NL,N,29,114.0,,4.0,7.0,-1.2,0.36,0.37,0.73
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1171,Jorge Alfaro,595751.0,alfarjo01,2018,PHI,1,NL,N,108,377.0,547000.0,5.3,5.3,6.5,1.21,0.39,1.6
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1172,Jorge Alfaro,595751.0,alfarjo01,2019,MIA,1,NL,N,130,465.0,570000.0,-2.5,1.5,3.2,1.48,-0.46,1.02
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,1173,Jorge Alfaro,595751.0,alfarjo01,2020,MIA,1,NL,N,31,100.0,,-7.3,-3.3,-2.3,0.33,-0.7,-0.37
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1174,Jorge Alfaro,595751.0,alfarjo01,2021,MIA,1,NL,N,92,311.0,2050000.0,-13.3,-6.3,-3.9,1.05,-1.44,-0.39
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1175,Jorge Alfaro,595751.0,alfarjo01,2022,SDP,1,NL,N,82,274.0,2725000.0,-0.8,1.2,1.8,0.88,-0.04,0.84
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1213,Anthony Alford,546990.0,alforan01,2017,TOR,1,AL,N,4,8.0,,1.9,-1.1,2.8,0.03,0.2,0.23
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1214,Anthony Alford,546990.0,alforan01,2018,TOR,1,AL,N,13,21.0,,-2.9,-1.9,-1.5,0.07,-0.29,-0.22
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1215,Anthony Alford,546990.0,alforan01,2019,TOR,1,AL,N,16,30.0,,-2.4,-2.4,-0.6,0.1,-0.23,-0.13
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1216,Anthony Alford,546990.0,alforan01,2020,TOR,1,AL,N,13,16.0,,-2.1,-1.1,-1.4,0.05,-0.21,-0.16
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1217,Anthony Alford,546990.0,alforan01,2020,PIT,2,NL,N,5,13.0,,-1.0,1.0,-1.9,0.04,-0.1,-0.06
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,1218,Anthony Alford,546990.0,alforan01,2021,PIT,1,NL,N,49,148.0,,-1.1,-2.1,-0.2,0.5,-0.15,0.35
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,1219,Anthony Alford,546990.0,alforan01,2022,PIT,1,NL,N,2,4.0,,-0.5,-0.5,-0.1,0.01,-0.05,-0.04
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,1244,Kolby Allard,663465.0,allarko01,2018,ATL,1,NL,Y,3,3.0,,4.0,4.0,0.0,0.0,0.38,0.38
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1245,Kolby Allard,663465.0,allarko01,2019,TEX,1,AL,Y,1,2.0,,-0.3,-0.3,0.0,0.0,-0.03,-0.03
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,1246,Kolby Allard,663465.0,allarko01,2020,TEX,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,1247,Kolby Allard,663465.0,allarko01,2021,TEX,1,AL,Y,1,2.0,,-0.2,-0.2,0.0,0.0,-0.02,-0.02
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1249,Austin Allen,664119.0,allenau01,2019,SDP,1,NL,N,34,71.0,,-5.2,-5.2,0.9,0.22,-0.56,-0.34
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1250,Austin Allen,664119.0,allenau01,2020,OAK,1,AL,N,14,32.0,,-2.9,-1.9,-0.4,0.11,-0.29,-0.18
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1251,Austin Allen,664119.0,allenau01,2021,OAK,1,AL,N,4,8.0,,1.3,0.3,1.0,0.03,0.14,0.17
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1252,Austin Allen,664119.0,allenau01,2022,OAK,1,AL,N,5,16.0,,-0.3,-2.3,2.2,0.05,-0.03,0.02
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1300,Cody Allen,592102.0,allenco01,2015,CLE,1,AL,Y,4,0.0,547100.0,0.0,0.0,0.0,0.0,0.0,0.0
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1301,Cody Allen,592102.0,allenco01,2016,CLE,1,AL,Y,6,0.0,4150000.0,0.0,0.0,0.0,0.0,0.0,0.0
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1302,Cody Allen,592102.0,allenco01,2017,CLE,1,AL,Y,5,0.0,7350000.0,0.0,0.0,0.0,0.0,0.0,0.0
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1303,Cody Allen,592102.0,allenco01,2018,CLE,1,AL,Y,4,0.0,10575000.0,0.0,0.0,0.0,0.0,0.0,0.0
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1304,Cody Allen,592102.0,allenco01,2019,LAA,1,AL,Y,1,1.0,8500000.0,-0.1,-0.1,0.0,0.0,-0.01,-0.01
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1351,Greg Allen,656185.0,allengr01,2017,CLE,1,AL,N,25,39.0,,-3.0,-1.0,-2.0,0.13,-0.3,-0.17
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1352,Greg Allen,656185.0,allengr01,2018,CLE,1,AL,N,91,291.0,,-7.5,-3.5,-3.3,0.99,-0.63,0.36
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,1353,Greg Allen,656185.0,allengr01,2019,CLE,1,AL,N,89,256.0,560400.0,-6.9,-10.9,1.4,0.87,-0.58,0.29
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,1354,Greg Allen,656185.0,allengr01,2020,CLE,1,AL,N,15,28.0,,-1.3,-2.3,0.8,0.1,-0.13,-0.03
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,1355,Greg Allen,656185.0,allengr01,2020,SDP,2,NL,N,1,4.0,,0.8,0.8,-0.1,0.01,0.08,0.09
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1356,Greg Allen,656185.0,allengr01,2021,NYY,1,AL,N,15,48.0,,2.6,3.6,-1.5,0.16,0.26,0.42
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,1357,Greg Allen,656185.0,allengr01,2022,PIT,1,NL,N,46,134.0,,-4.9,-6.9,0.9,0.43,-0.51,-0.08
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1411,Logan Allen,663531.0,allenlo01,2019,CLE,2,AL,Y,0,0.0,,0.0,0.0,0.0,,,
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1412,Logan Allen,663531.0,allenlo01,2019,SDP,1,NL,Y,7,5.0,,0.7,0.7,0.0,0.0,0.07,0.07
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1413,Logan Allen,663531.0,allenlo01,2020,CLE,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1414,Logan Allen,663531.0,allenlo01,2021,CLE,1,AL,Y,1,1.0,,-0.1,-0.1,0.0,0.0,-0.01,-0.01
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1461,Nick Allen,669397.0,allenni02,2022,OAK,1,AL,N,100,326.0,,-0.4,-10.4,14.8,1.08,-0.07,1.01
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1485,Nick Allgeyer,680430.0,allgeni01,2021,TOR,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1565,Abraham Almonte,501659.0,almonab01,2015,CLE,2,AL,N,51,196.0,,3.3,2.3,2.2,0.68,0.41,1.09
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1566,Abraham Almonte,501659.0,almonab01,2015,SDP,1,NL,N,31,62.0,,-3.9,-4.9,0.8,0.2,-0.45,-0.25
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1567,Abraham Almonte,501659.0,almonab01,2016,CLE,1,AL,N,67,194.0,,-1.0,-6.0,2.1,0.68,-0.07,0.61
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1568,Abraham Almonte,501659.0,almonab01,2017,CLE,1,AL,N,69,195.0,544200.0,-6.1,-6.1,-2.3,0.67,-0.59,0.08
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,1569,Abraham Almonte,501659.0,almonab01,2018,KCR,1,AL,N,50,151.0,,-12.3,-10.3,-1.6,0.51,-1.22,-0.71
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1570,Abraham Almonte,501659.0,almonab01,2019,ARI,1,NL,N,17,38.0,,4.0,3.0,0.8,0.12,0.37,0.49
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1571,Abraham Almonte,501659.0,almonab01,2020,SDP,1,NL,N,7,13.0,,-2.0,-2.0,-0.3,0.04,-0.2,-0.16
229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,1572,Abraham Almonte,501659.0,almonab01,2021,ATL,1,NL,N,64,175.0,570000.0,-13.3,-5.3,-9.5,0.59,-1.41,-0.82
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1573,Abraham Almonte,501659.0,almonab01,2022,BOS,1,AL,N,15,37.0,,-2.4,0.6,-3.2,0.12,-0.26,-0.14
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1598,Miguel Almonte,602083.0,almonmi01,2015,KCR,1,AL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1599,Miguel Almonte,602083.0,almonmi01,2017,KCR,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,1600,Miguel Almonte,602083.0,almonmi01,2018,LAA,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,1601,Yency Almonte,622075.0,almonye01,2018,COL,1,NL,Y,14,1.0,,-0.1,-0.1,0.0,0.0,-0.01,-0.01
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,1602,Yency Almonte,622075.0,almonye01,2019,COL,1,NL,Y,27,5.0,,-0.7,-0.7,0.0,0.0,-0.07,-0.07
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1603,Yency Almonte,622075.0,almonye01,2020,COL,1,NL,Y,0,0.0,,0.0,0.0,0.0,,,
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1604,Yency Almonte,622075.0,almonye01,2021,COL,1,NL,Y,46,3.0,,-0.4,-0.4,0.0,0.0,-0.04,-0.04
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1607,Albert Almora,546991.0,almoral01,2016,CHC,1,NL,N,47,117.0,,3.4,0.4,3.2,0.37,0.32,0.69
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1608,Albert Almora,546991.0,almoral01,2017,CHC,1,NL,N,132,323.0,552000.0,4.5,2.5,3.7,1.01,0.39,1.4
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,1609,Albert Almora,546991.0,almoral01,2018,CHC,1,NL,N,152,479.0,584500.0,8.0,-4.0,14.5,1.53,0.65,2.18
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1610,Albert Almora,546991.0,almoral01,2019,CHC,1,NL,N,130,363.0,615500.0,-16.9,-13.9,-0.9,1.16,-1.86,-0.7
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,1611,Albert Almora,546991.0,almoral01,2020,CHC,1,NL,N,28,34.0,1575000.0,-2.2,-2.2,0.3,0.11,-0.21,-0.1
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1612,Albert Almora,546991.0,almoral01,2021,NYM,1,NL,N,47,54.0,100000.0,-7.9,-7.9,0.1,0.17,-0.83,-0.66
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,1613,Albert Almora,546991.0,almoral01,2022,CIN,1,NL,N,64,235.0,100000.0,-3.1,-11.1,7.0,0.76,-0.31,0.45
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1677,Pete Alonso,624413.0,alonspe01,2019,NYM,1,NL,N,161,693.0,555000.0,36.7,35.7,-7.2,2.14,3.31,5.45
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,1678,Pete Alonso,624413.0,alonspe01,2020,NYM,1,NL,N,57,239.0,,-6.9,-1.9,-8.3,0.79,-0.63,0.16
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1679,Pete Alonso,624413.0,alonspe01,2021,NYM,1,NL,N,152,637.0,,21.2,16.2,-3.1,2.16,2.0,4.16
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1680,Pete Alonso,624413.0,alonspe01,2022,NYM,1,NL,N,160,685.0,7400000.0,20.6,22.6,-10.8,2.17,2.25,4.42
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,1690,Yonder Alonso,475174.0,alonsyo01,2015,SDP,1,NL,N,103,402.0,1650000.0,6.1,-4.0,4.9,1.27,0.61,1.88
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1691,Yonder Alonso,475174.0,alonsyo01,2016,OAK,1,AL,N,156,532.0,2650000.0,-20.7,-16.7,-12.0,1.86,-2.06,-0.2
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1692,Yonder Alonso,475174.0,alonsyo01,2017,SEA,2,AL,N,42,150.0,,-1.6,-0.6,-2.9,0.52,-0.14,0.38
252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,1693,Yonder Alonso,475174.0,alonsyo01,2017,OAK,1,AL,N,100,371.0,4000000.0,3.5,11.5,-12.9,1.28,0.4,1.68
